content_names,content_dates,content_hits,content_coms
160,2017-05-24 12:23:54,0,"ㅡ익명제보ㅡ

필교 진로 설계상담 김대성교수님 신직업 또는 이색직업 레포트 작성하는거 어떻게 하는지 아시분 있나요?!!ㅠㅠ 
그리고 레포트 내도 토요일에도 보강인거죠?!!"
161,2017-05-24 12:23:11,0,"ㅡ익명제보ㅡ

서일인성교육 야간 3~4교시 김용은 교수님 레포트자료 잃어버려서 그러는데 뭐해야하나요??"
162,2017-05-24 12:22:52,16,"ㅡ조미현님 제보ㅡ

커플링을 어디서 잃어버렸는지 잘 기억이 안나는데 아마도 호천관 같아요ㅠㅠ 진짜 소중한 건데 혹시 보신분은 연락좀쥬세오??? :] 조미현 언니.. :] 하하하ㅏㅏ.. :] 언니.... 힘내요.... :] 으휴 ! :] ㅠㅠㅠㅠ"
163,2017-05-24 11:28:51,2,"ㅡ변재성님 제보ㅡ

쉐어하우스에 살아보신분들을 대상으로 여쭤보려고 합니다.                                                        1. 쉐어하우스를 선택하게 된 이유

2. 쉐어하우스의 장점

3.  쉐어하우스의 단점

4.  쉐어하우스를 이용하면서 불편한점

5.  쉐어하우스에 바라는점 ( 자유롭게 생각나는것 )

6.  쉐어하우스를 알게된 계기

7.  살면서 문제가 생겼을 때 해결했던 방법 :] 1. 보증금이 싸다
2. 보증금 월세 등 싸다
3. 같이 거주하는 사람들과 툭 하면 싸운다.
4. 싸운다. 내 물건 쓴다(ㅅㅂ).
5. 없다. 이젠 다시 안 간다.
6. 다방 (앱)
7. 그냥 한번 싸우고 나옴 :] 0. 나랑 쉐어하면 위험해."
164,2017-05-24 11:28:20,0,"ㅡ익명제보ㅡ

서일대 정문에 제가 뛰어오다가 핸드폰 충전기 케이블을 잃어버렸는데 혹시 주우신 분 계신가요?ㅠㅠ"
165,2017-05-24 11:28:02,0,"ㅡ익명제보ㅡ

망우역망우지구대정류장에서 갤럭시s7인지 기종은잘모르겠고 호피무늬가죽케이스입니다.
보관하고있으니 댓글달아주세요 페메할게요!"
166,2017-05-24 11:27:31,0,"ㅡ익명제보ㅡ

 혹시 2학기 휴학 가능한가요?? :] 가능합니다. 단 복학은 2학기부터"
167,2017-05-24 07:42:36,3,"ㅡ마윤재님 제보ㅡ

자취생 냉장고 세탁기 가스레인지 중고로 파실분있나여?? :] 냉장고 팔아요 페메주세용 :] 한8월이면 세탁기팔수잇어여 :] 아이코 잘못올렸어요 냉장고 노노 티비나 에어컨!!! :] 이번이사갈집은 없나요 :] 없다고해짜나요 죽을래여? :] 그럴수 있찌><"
168,2017-05-24 01:27:01,3,"ㅡJong-hyeon Yoo님 제보ㅡ

안녕하세요 홀서빙 아르바이트생분들좀 구해보려고 서대전에 페메드립니다.

장소 : 중랑구 면목동 182-112 (청정한우촌, 중랑초등학교 옆)

시급 : 7,000원 (일급,주급,월급 형태로 받아가실 수 있습니다!)

근무요일 : 월~일 (월~금,토~일 도 가능하고 지정날짜만 나오실 수도 있습니다. 면접시에 날짜를 조정하실 수 있습니다!)

면접 시 구비서류 : 이력서와 보건증은 필참 입니다!

그리고 근로기준법에 따른 근로계약서도 작성합니다.

자세한 문의는 010-8353-0638로 문자나 전화 주시면 됩니다!

감사합니다~ :] 임정균 :] 송호비 :] 하준석저대로안시키던데 ㅋㅋㅋㅋㅋㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 잼나는곳이야 :] 면접볼땨 평일만 한다하구 시작했느데 주말에 맴날 부르고 안나가면 눈치 줘버리기~~~! :] 연장근무가 당연한 줄 알아버리기~~!~ :] 맞앙 난 짤짤이 떼서 가게 망칠뻔한 사람인걸~~ :] 본인들이 실수한것도 뮤조건 알바한테 욕해버리기~~!!(손님앞에서) :] 강재원. 너찾는다 지정날짜에만나와도된데ㅋㅋㅋㅋ :] 나지금 지정알바있읔ㅋㅋㅋ :] ㅋㅋㅋㅋㅋㄱㄲㅋㅋㅋㅋ :] 올 :] 김나현 :] 하게? :] 이지민"
169,2017-05-24 01:22:08,6,"ㅡ맘스터치 제보ㅡ

안녕하세요 맘스터치 서일대점입니다 ~ ?

다름이 아니라 이번에 맘스터치에서 활발하고 가족같은 분위기에 같이 일하실분을 찾고 있습니다 !! ???
알바 경력없어듀댐 ㅎㅎ 기모딱

주방 ( 남성 한분 )
시간은 월 ~ 금 17시 부터 22시
           토요일  12시 부터 22시 30분
주6일 근무, 급여와 4대보험 등 자세한건 면접때 의논 ?

?학교근처 사시는분 우대
?자취생 우대
?서일대학생 우대
?군필 최고 
?잘생기신분 우대 (싸이버거줌)
?성실하신분 우대

댓글 남겨쥬세뇨 ㄱ ㄱ ㄱ ㄱ ㄲㄲ ㄱ 캭컄 :] 유진 :] 존나 이유진 ㅋㅋㅋㅋㅋㅋㅋ :] 김경민 잘생긴분 우대라는데... :] 어떤부분이? ㅎ :] 네 탈락 빼엑 ? :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ기모딱;; :] 저 대신에 우리 민종이라도..? :] 아 저 페메안해여 .. 댓글달아쥬세류 .. 징무룩 :] ㅋㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅌㄲㅌㅌㄱㅋㄱㅋㅋ 고민좀 ㅎㅎ :] 존예누나있다는데 존예누님=유진누님? :] 그거 ㅇㅈ :] ㅋㅅㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ내일봐요 :] 유진 미친년ㅇㅋ카캌ㅋㅋㅋㅋㅋ이거 니가 썻지 ㅎ :] 어케암 ㅎ ? :] 넌근대뭔데ㅔ우리학규거보냨ㅋㅋㅋㅋㅋㅋㅋㅌㅌ잌 :] 누가봐도 너 .ㅎ :] 유진 말투 시니야 :] 몰라 뜨니까 보지 :] 최용현 너 그때 콜라쏟았잖아 일하셈 :] 잘생긴건난데 미안 유진아 미안 나 하남돼지 에이스라... :] ㅋㅋㅋㅋㅋㅋㅋ안돼임마 :] 황인환 김일중 알바해보까 :] 임창현 가라 존박 :] 이거하면 매일밤샘과제? :] 이정만 인근거주지우대 갈아타자~ :] 일단학교근처사는거부터 넌 탈락이야 :] 그런의미로 문기 :] 는 못하겠네 :] 투잡ㅋㅋㅋㅋㅋ :] ? :] 오.....맘스터치 바로앞인데 :] 토요일이요..? :] 5번째 빼고 다 가능해요 저 할래요 :] 우대자나 꼭 안살아도대ㅡㅡ :] 해그럼ㅋㅋㅋㅋ :] 탈락 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ틸락 :] 난 왜 남자아니지...시간딱맞는데 후 :] 아 왜죠..? :] 평일만도가능? :] 선배님앙대영 힘들어영 ㅠ :] ㅎㅎ 조랄마 ㅎㅎ :] ㅎㅋ ㅎ :] ㅋㅋㄱㅋㅋㄱㅋㅋㄱㅋ술비 술목자 :] 아구래ㅋㅋㅋㅋㅋㅋ :] 나 술안먹어 :] 예디밍밍 :] 아니 맘터가 힘들어영 ㅠ :] ㅈㄹㅁ :] 응 ㅎㅎ :] ㅎㅎㅎ :] ㅋㅋㅋㅋ다 힘들지 일단 알겟어 ㅋㅋㅋ :] 기모딱 하는거보니까 이유진이네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 면접 이유진이보면 하나만보네 잘생긴사람 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 꺅 언닝???????? 지금 맘스터치알바 하구있오요?? :] 앙 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ :] 문예림 기모딱 ㅎㅎ :] ㅋㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㅋㅋㅋ 너무해 :] 좀따갈께영???????? :] 올때화갈버거 :] 김남준 응 아니야~ :] 해당사항은거의없는데 되나요?평일하고싶은데요 :] 얘좀 꼭시켜주세요 열심히 돈벌어서 저한테 술사주게 ㅎ :] ㅋㅋㅋㅋㅋ미친새끼 :] 토요일풀로하셔야되용  ㅠ :] 01029083199 연락주세요 ~ :] 01029083199 연락즈세요 ~ :] 할게여 ㅋㅋㅋ :] 01029083199 연락주세요~ :] 호우... :] 몬데..."
170,2017-05-23 23:14:16,17,"ㅡ최지윤님 제보ㅡ

안녕하세요 탐스비어 새로운 알바를 구합니당!!??
?피크타임시간대인 평일(월~금) 8시부터12시!!! 
?바쁠때 한두시간정도 추가근무 가능하신분들 우선ㅠㅠ
?서빙위주 업무와 손님응대 능숙한 밝은 분들 환영합니당
?시급은6500원 시작으로 일적응하시면 차차 올라용!!(주급가능 개꿀)
?최소 3개월이상 근무하실분들만 지원 부탁드려요!!
?남성분위주로 구하고있습니당 많은 지원 부탁드려용! :] 저한테 페메주세여!! :] 시렁 :] 맘터도구해요 평일오후 :] 와 저 할래요! :] 우수민 :] 맘스터치에서 일하면 맨날 불싸이버거 공짜? :] 최정우 탐스비어 하실래요?? 왠지 재밌을거같아요 :] ㅋㅋㅋ :] 아 탐스나할까.. :] 강현우 :] 탐스비어가어디지..? :] 저요저요저요저요 :] 저할래요요요ㅛ요요요요요요ㅛ요요요요요 :] 얘 탐스비어 혐오증 있어요 :] 진짜 혐오증 있어요 :] ㅈ까라고 넌조;; :] ㅋㅋㄹㅋㅋㄱㅋㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱ아니옼ㅋㅋ :] 정인어 내꺼다 탐스비어 :] ㅇㅇ할생각도없음 :] 그래? :] ㅇㅇ 가볼까 생각중이엿는ㄷ :] 혹시 알바아직도 구해여...? :] 장도원 :] 페메주세여ㅇㅅㅇ :] 병훈이는어떠냐 와라 돌아와! :] 페메드럈어요 확인해주세요 ㅇㅅㅇ :] 안돼 김가영 :] 정형기 :] 김정훈 굿 :] 하정수 ㄱㄱ :] 뭐 :] 고민종 냉 :] 페메드렸어요~~ :] ㄴ 잘못봄 :] 정호돌 :] 여자는 안구하나 장혜주 정모 여기로하고 :] 남성분 위주래 오빠 하라고 :] 안 해 나 놀거야 :] 유진 나 할래 :] 내가 왜? :] 너넨무쓸모자나;; :] 유굥 어디얌 ! :] 굥이 카페... :] 형은 이미 탐스 마스터했지 ㅎㅎㅎ :] 강현우 ㅎㅎ 군대마스터해라 짬지야"
171,2017-05-23 23:01:38,0,"ㅡ익명제보ㅡ

배양관 3층 309호 맨뒤에 검은색 접이식 우산을 두고 간거 같아요? 우산을 보신다면 댓글 남겨주세요ㅠㅠㅠ"
172,2017-05-23 21:43:13,0,"ㅡ익명제보ㅡ

내일 3.4교시 교양 서일인성교육 유선영교수님 과제뭔지좀 알려주새여 ㅜㅜㅜㅜㅜ"
173,2017-05-23 20:48:16,8,"ㅡ익명제보ㅡ

서일대 간호학과 2018년도에 입학하고싶은 여학생인데요ㅠㅠㅠ
합격등급이 점점올라가서 걱정이많은데 어떡하죠ㅠㅠㅠㅠㅠㅠㅠㅠ도와주세요
상담좀해주실분 댓글에 달아주세요~~^^ :] 이수진 행님 :] 김영현
조소혜 :] 우와 언니 18이라니요!!!! 십!!!!팔!!!!!!꺄륵 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 난 전문대졸업전형이라.... :] 김소정 누나 ㄱㄱ!!! :] 잌ㅋㅋㅋㅋㅋ :] 꺄륵꺄륵 :] 아는거 없음 ㅎㅎ :] 17학번인데 페메주시면 상담해드릴게요:) :] 페이스북메세지주세요! :] 박은비 너가 해결해줘봐 ㅋㅋ :] 박가원 띵문 서일머 간호학과 ㅇㅈ? :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 명문사학 인정한다 :] 고등 3년내내 놀면 입학 가능? :] 4수하고 정시 예비76번받은다음 힘겹게 입학 씹가능 :] 서영일 :] 고아름 과대야 :] 이지수 이지영 이유진 간호에이스 :] 오빠 나는 자퇴를 꿈꾸는 학생이야 이러지마 :] 오빠 나는 휴학할거야 이러지마 :] 현실오진다"
174,2017-05-23 19:34:00,0,"ㅡ익명제보ㅡ

진로설계 교양수업 박숙희교수님 내일 휴강맞나요?
박숙희 교수님전화번호좀 알려주세요 :] 010-2494-8774 입니다
내일 휴강인가요?"
175,2017-05-23 19:33:37,1,"ㅡ익명제보ㅡ

안녕하세요. 저희가 이번에 설문조사를 하려고 합니다. 연애를 오래 하신 분이나, 많이 해보신 분들 많이 댓글 달아 주세용! 부담 가지지 말고  그냥 막 써주세요 감사 합니당 ㅎㅎ 
1. 연애를 오래 유지시키는 방법 
2. 남자 들이 (호감, 비호감) 가는 여자
3. 여자 들이 (호감,비호감)  가는 남자
4. 여자들이 좋아하는 데이트?
5. 프러포즈를 받을 때 받고 싶은 프러포즈는? 노래는?
6. 신혼 여행지로 가고 싶은 여행지는?
7. 연애를 할 때 내가 생각 하는 팁?(연애에 관련된 많은 내용들 써주세요) :] 예래 언니 한마디해 연애고수로써 :] 이승현 어이 신혼여행 어디가고싶냐 ㅋㅋ :] 박주희 와드 ㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ박구이벌레다!! :] 아나 :] 헤어져 :] 뭐만하면 헤어지제 처맞을래?? :] 당근인도가서카레한사발먹고 요가한판해야지 :] 꺼져 인도안가.... :] 인도무시하냐..? :] 윤주현 :] 나 파키스탄갈래그러면 :] 하준석 6 보라보라섬 :] 3. 생각이 제대로 박힌 남자가 호감, 생각 없이 말하고 행동하는 남자
5. 아름다운 곳, how deep is your love
7. 서로를 소중하게 대해야 한다 :] 김동윤 한마디적어줘 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1. 너무좋다고 붙어다니지않고 호들갑떨지않고 자주보지않아야한다
2. 여자들만 아는 내숭떠는 여자, 남자들도 아는 내숭떠는 여자
3. 기본적으로 상대에 대한 예의있는 남자, 저 마저도 없는 병신새끼
4. 난 돌아다니고싶은데 병신이 피곤하다고 징징대는 데이트빼곤 다 ㄱㅊ 사실 좋아하는사람이면 공원가서 흙퍼먹어도 존잼
5. 그냥 조용히 프로포즈해도 되니까 노래만 부르지마라 노래도 못부르는게
6. 가고싶다면 내가 재벌3세라는 전제가 있는건가 그렇다면 몰디브
7. a.싸움은 하루안에 끝내야된다 
b.맘에안드는건 직접 말해야된다 
c. 연락이 전부가 아니라는 씹새끼는 만나는게 아니다 연락은 전부다
d. 지금 병신을 만나고 있을 경우엔 그새끼랑 평생 갈 생각만 안하면 된다 괜히 결혼까지 하고 싶다는 생각때매 상대를 고치려고 하니까 이것저것 혼자 상처받고있는거다
e. 외모따지다가 진국 못찾는다 니얼굴도 딱히 예쁘진 않다
f.20대 초반엔 병신들을 만날수밖에없다 남자보는눈이 없으니까 ㅇㅅㅇ 고딩때 아무리 남자를 많이 만나봤다한들 성인은 다르다 그러니 본인탓하지마라 진짜 상대가 병신인거니까 :] ㅇㄱㄹㅇ임 새겨들어 유나야 :] 오져버림 :] 조아영 아영이~? :] 저 7-d 너무 격공입니다 :] ㅋㅋㅋㅋㅋ수정해쪄 사랑에 힘들어하시는 분들 저건 팩트입니다 아무리 인정하기싫어도 ㄹㅇ이예요 제가 다 당해본 이야기거든요 ㅅㅂ :] 따흑... f뭐야 흑흐긓그극 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ다들 자기가이상한거라고 자학하더라고.... :] 어젯밤 내모슺인가 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ흑 나 이제홍제야 언제 양주까지가냐.... :] 양쥬 왜가??? :] 큰집이 양주얌 ㅎㅅㅎ :] 아할... :] 1. 애초에 재미로, 허전해서 사귀는게 아니라 그사람 자체가 넘나 좋아서 진지하게 생각하고 만나는게 오래가는듯
2. ? 아마 상스럽게 욕하고 문란한?
3. 어떤상황이든 차분하게 대화 할수있는 생각많은 어른스러운 감정 조절을 잘하는, 허세 혐오\_/ (개인취향ㅎ)
4. 남들 다하는 평범한 데이트보다 색다른 데이트 (밥 영화 커피 극혐)이유는 너무 형식적인 데이트 느낌
5. 노래안불러도돼 어설프게 길거리에서 당황시키지마 어 갑자기 자연스럽게가 좋을듯 (방금생각했어요 죄송ㅎ)
6. 어 한번가는거니까 되게 신기한 신비로운 색다른 남다른 곳 예를 들자면 북극가기 (죄송합니다 디테일한장소 생각이 안나요)
7. 진짜별거아닌 사소한일에 화난태도로 감정표출하는거 정말 안좋은듯 자꾸 받아주면 습관됨 그리고 받아주는사람 지침 대화가 잘되면 모든일이 잘풀리는듯 거짓없이 

저 사탕 주나요? :] 고희찬 이글에 낄자리가 없어서 속상해 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋ네이버에 쳐봐야지 사실상 :] ㅋ :] 1.유지 : 충분한 썸의 시간을 가지고 확실한 마음을 가지고 시작해야죠
2.호감:  일단 남자들은 외모가1순위죠 그게 얼굴이든 몸매든 스타일이든 그다음으론, 행동이겠죠 지조와 어떤 믿음
비호감은 믿음이가지않고 생각이없어보이는여자
3패스
4패스
5고백은남자가.
6.빨리해서생긴일
7.잘해줘도 못해줘도 후회합니다
못해줘서 후회하는건 더 후회합니다
끝날 생각을 하는게 아닌 한결같은사람이 서로 되어줘야 한다고 봅니다
이상- 모쏠 연애를 글로배운 나형우였습니다 :] 대체 둘이 무슨 사이야 :] ??? :] 결혼한사이 :] 머 :] 김경민 살려줘요 :] 하유정 
1 서로이해하기,거짓말안하기
2 예쁜여자/못생긴여자
3 착하고 키크고 잘생긴남자/허세쩌는남자
4 손잡고 산책 
5 장미꽃과 아름다운야경과 메리미-마크튭,구윤희(못부르면 더 비호감,차라리부르지마요제발)
6 유럽
7 갑과을이생기면 그연애는 끝임 :] 이승현 야구 빠따 챙겨라 승현아 :] 왜나를 태그함..??? :] 하유정 보고시퍼 :] 흥칫뿡 :] 강수지 :] 진짜 이런식으로 시비걸지말라고 치사하다고 :] 김하은 써줘~ :] 황현주 3번 찌질한 시발놈 ㅎㅎ"
176,2017-05-23 19:23:19,0,"ㅡ익명제보ㅡ

오늘 1213타시고 청량리역에서 내리셨는데 적갈색긴생머리에 눈 크시고 핑크색 치마입으시구 맨뒷줄 앞에 앉으셨는데 진짜 엄청 이쁘셨어요...이름만이라도 알고싶어요... :] 주영 야 이거 예래언니 아니야 ? :] 예래 언니 아님?.. :] 김예래에요 토목과 ,, 언니 진짜 떴네 :] 고보민........? :] 김성령 김수진 :] 오호라 :] 빼박 ㅇㅈ? :] 맞군?? :] ㅊㅋ :] 윤주현 나도 오늘 1213타고 청량리역에서 내렸는데 좀 많이 속상하네 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개귀여워 ㅠㅠㅠㅠㅠㅠ :] 첫줄만 읽고 설마섷마했다ㅋㅎ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아영이 올라가고싶어~? :] 우웅... 올라가면 기분이 좋을것같은데...~~ :] 이요?"
177,2017-05-23 19:09:31,0,"ㅡ익명제보ㅡ

사회봉사 패스 기준시간이 얼마나 되나요?? :] 30이요"
178,2017-05-23 18:21:57,1,"ㅡ익명제보ㅡ

배양관 411호에 틴트 두고갔나봐요~
맨 뒷자리에 둘테니 찾아가세요?"
179,2017-05-23 18:20:08,0,"ㅡ변재성님 제보ㅡ

안녕하세요 서일대학교 시각 디자인과 3학년 변재성학생입니다.
자취를 해보신 분들에게 질문드립니다.                                   1.자취를 하면서 힘든점

2.자취를 하면서 필요하다고 생각했던 것

3.쉐어하우스에 살아보고 싶으신가요? ( 예 / 아니오 )

4.쉐어하우스에 살아보고싶다면 구체적으로 어떤 
         쉐어하우스면 좋겠나요? ( 자유롭게 적어주세요. ) :] 정유민 :] 1.돈
2.돈
3.아니오
4.혼자살기도 힘들더라구요 :] 자취왜해? ㅇㅅaㅇ :] 학교에 집이 멀어두 안오고 가까워도 안오자나 :] 낄낄 !!! :] 1. 돈 돈이요 정말 돈이요
말에 샴푸, 휴지 같은 생필품 떨어지면 정말.. 노답 .. ...
2. 필요한건 .. 정수기 ㅎㅎ.. .. 물 떨어지먀누시키먄널꺼목움 ㅎ..
3. 남이랑살면 어찌되도싸우더라고요 싫어여.. :] ㅡㅡ? :] 주영 1. 엄마가 없다 돈이 없다
       2. 돈 고양이 엄마
       3. 네
       4. 고양이 키울 수 있는 곳 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ엄마가 없다랰ㅋㅋㅆㅂ :] ㄹㅇ이야 자취를 하면 좋은 점 : 엄마가 없다 :] 자취를 하면 안 좋은 점 : 엄마가 없다 :] 1. 외롭고 돈이 고냥 잔액부족으로 만들어버리기
2. 돈이필요하죠
3. 아니요 :] 1. 돈..... 공과금 생활비 밥값 재료비
2. 리얼 이즈 머니
3. 아니오
4. 어떻게든 싸울수 밖에 없을듯...(주변 지인의 증언) :] 1. 돈을 제외하면 아플때 혼자 알아서 다해야된다는점 

2.자동차...ㄹㅇ...

3.아니오 :] 1. 영양가 있는 식사
2. 엄마
3. 살고있음
4. 지금 살고있는곳 쵝오 :] 윤병문 박성상..? :] 1. 생활패턴망가짐 집안일
3. 아니오 
4. 자기공간이 확실히 구분되는 :] ㅋ :] 머 :] 돈만있음되요~~"
